Company,Valuation ($B),Date Joined,Country,City ,Industry,Investors,Valuation BI,invest_1,invest_2,invest_3,invest_4,data_1,data_2,data_3,data_4
MasterClass,$2.75,2021-05-13,United States,San Francisco,Edtech,"Institutional Venture Partners, New Enterprise Associates, Javelin Venture Partners",2.75,Institutional Venture Partners,New Enterprise Associates,Javelin Venture Partners,nan,Institutional Venture Partners,New Enterprise Associates,Javelin Venture Partners,
Dream Games,$2.75,2021-06-30,Turkey,Istanbul,Mobile & telecommunications,"Makers Fund, Index Ventures, Inova Ventures Participacees",2.75,Makers Fund,Index Ventures,Inova Ventures Participacees,nan,Makers Fund,Index Ventures,Inova Ventures Participacees,
Transmit Security,$2.74,2021-06-22,Israel,Tel Aviv,Cybersecurity,"General Atlantic, Insight Partners, Vintage Investment Partners",2.74,General Atlantic,Insight Partners,Vintage Investment Partners,nan,General Atlantic,Insight Partners,Vintage Investment Partners,
Hozon Auto,$3.95,2022-02-22,China,Shanghai,Auto & transportation,"HD Capital, Qihoo 360 Technology, China Fortune Land Development",3.95,HD Capital,Qihoo 360 Technology,China Fortune Land Development,nan,HD Capital,Qihoo 360 Technology,China Fortune Land Development,
Tradeshift,$2.70,2018-05-30,United States,San Francisco,Fintech,"Notion Capital, Scentan Ventures, Kite Ventures",2.7,Notion Capital,Scentan Ventures,Kite Ventures,nan,Notion Capital,Scentan Ventures,Kite Ventures,
Nextiva,$2.70,2021-09-14,United States,Scottsdale,Internet software & services,Goldman Sachs Asset Management,2.7,Goldman Sachs Asset Management,nan,nan,nan,Goldman Sachs Asset Management,,,
Tridge,$2.70,2022-08-24,South Korea,Seoul,Internet software & services,"Forest Partners, Softbank Ventures Asia",2.7,Forest Partners,Softbank Ventures Asia,nan,nan,Forest Partners,Softbank Ventures Asia,,
o9 Solutions,$2.70,2020-04-28,United States,Dallas,Artificial intelligence,KKR,2.7,KKR,nan,nan,nan,KKR,,,
Thought Machine,$2.70,2021-11-29,United Kingdom,London,Fintech,"British Patient Capital, SEB Venture Capital, IQ Capital",2.7,British Patient Capital,SEB Venture Capital,IQ Capital,nan,British Patient Capital,SEB Venture Capital,IQ Capital,
BackBase,$2.66,2022-06-09,Netherlands,Amsterdam,Fintech,Motive Partners,2.66,Motive Partners,nan,nan,nan,Motive Partners,,,
ManoMano,$2.60,2021-07-05,France,Paris,E-commerce & direct-to-consumer,"General Atlantic, Piton Capital, Partech Partners",2.6,General Atlantic,Piton Capital,Partech Partners,nan,General Atlantic,Piton Capital,Partech Partners,
Sourcegraph,$2.62,2021-07-13,United States,San Francisco,Internet software & services,"Redpoint Ventures, Goldcrest Capital, Insight Partners",2.62,Redpoint Ventures,Goldcrest Capital,Insight Partners,nan,Redpoint Ventures,Goldcrest Capital,Insight Partners,
Pendo,$2.60,2019-10-17,United States,Raleigh,Internet software & services,"Contour Venture Partners, Battery Ventures, Core Capital Partners",2.6,Contour Venture Partners,Battery Ventures,Core Capital Partners,nan,Contour Venture Partners,Battery Ventures,Core Capital Partners,
Plume,$2.60,2021-02-23,United States,Palo Alto,Internet software & services,"Insight Partners, Jackson Square Ventures, Liberty Gloval Ventures",2.6,Insight Partners,Jackson Square Ventures,Liberty Gloval Ventures,nan,Insight Partners,Jackson Square Ventures,Liberty Gloval Ventures,
Moglix,$2.60,2021-05-17,Singapore,E-commerce & direct-to-consumer,"Jungle Ventures, Accel, Venture Highway",,2.6,nan,nan,nan,nan,,,,
Axonius,$2.60,2021-03-01,United States,New York,Cybersecurity,"Vertex Ventures Israel, Bessemer Venture Partners, Emerge",2.6,Vertex Ventures Israel,Bessemer Venture Partners,Emerge,nan,Vertex Ventures Israel,Bessemer Venture Partners,Emerge,
Xinchao Media,$2,2018-04-09,China,Chengdu,Internet software & services,"JD.com, Baidu, Vision Plus Capital",2.0,JD.com,Baidu,Vision Plus Capital,nan,JD.com,Baidu,Vision Plus Capital,
JumpCloud,$2.62,2021-09-13,United States,Louisville,Data management & analytics,"Foundry Group, General Atlantic, BlackRock",2.62,Foundry Group,General Atlantic,BlackRock,nan,Foundry Group,General Atlantic,BlackRock,
Unico,$2.60,2021-08-03,Brazil,Sao Paulo,Artificial intelligence,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures",2.6,Big Bets,General Atlantic,SOFTBANK Latin America Ventures,nan,Big Bets,General Atlantic,SOFTBANK Latin America Ventures,
Oura,$2.55,2022-04-05,Finland,Oulu,Health,"Forerunner Ventures, Lifeline Ventures, MSD Capital",2.55,Forerunner Ventures,Lifeline Ventures,MSD Capital,nan,Forerunner Ventures,Lifeline Ventures,MSD Capital,
Eat Just,$2.59,2017-11-30,United States,San Francisco,Consumer & retail,"Khosla Ventures, Horizons Ventures, Founders Fund",2.59,Khosla Ventures,Horizons Ventures,Founders Fund,nan,Khosla Ventures,Horizons Ventures,Founders Fund,
Cribl,$2.50,2021-08-25,United States,San Francisco,Data management & analytics,"Institutional Venture Partners, CRV, Sequoia Capital",2.5,Institutional Venture Partners,CRV,Sequoia Capital,nan,Institutional Venture Partners,CRV,Sequoia Capital,
Vista Global,$2.50,2017-08-23,United Arab Emirates,Dubai,Other,Rhone Capital,2.5,Rhone Capital,nan,nan,nan,Rhone Capital,,,
BYTON,$2.50,2018-04-20,China,Nanjing,Auto & transportation,"FAW Group, Tencent Holdings, Tus Holdings",2.5,FAW Group,Tencent Holdings,Tus Holdings,nan,FAW Group,Tencent Holdings,Tus Holdings,
Side,$2.50,2021-03-22,United States,San Francisco,Internet software & services,"Coatue Managemeny, Trinity Ventures, Matrix Partners",2.5,Coatue Managemeny,Trinity Ventures,Matrix Partners,nan,Coatue Managemeny,Trinity Ventures,Matrix Partners,
Infra.Market,$2.50,2021-02-25,India,Thane,E-commerce & direct-to-consumer,"Accel, Tiger Global Management, Nexus Venture Partners",2.5,Accel,Tiger Global Management,Nexus Venture Partners,nan,Accel,Tiger Global Management,Nexus Venture Partners,
Varo Bank,$2.50,2021-09-09,United States,San Francisco,Fintech,"Warburg Pincus, The Rise Fund, HarbourVest Partners",2.5,Warburg Pincus,The Rise Fund,HarbourVest Partners,nan,Warburg Pincus,The Rise Fund,HarbourVest Partners,
Cato Networks,$2.50,2020-11-17,Israel,Tel Aviv,Cybersecurity,"Aspect Ventures, SingTel Innov8, Greylock Partners",2.5,Aspect Ventures,SingTel Innov8,Greylock Partners,nan,Aspect Ventures,SingTel Innov8,Greylock Partners,
Aura,$2.50,2021-06-09,United States,Burlington,Cybersecurity,"Warburg Pincus, General Catalyst",2.5,Warburg Pincus,General Catalyst,nan,nan,Warburg Pincus,General Catalyst,,
Vercel,$2.50,2021-06-23,United States,San Francisco,Internet software & services,"CRV, Accel, Google Ventures",2.5,CRV,Accel,Google Ventures,nan,CRV,Accel,Google Ventures,
Sysdig,$2.50,2021-04-28,United States,San Francisco,Cybersecurity,"Accel, Bain Capital Ventures, Insight Partners",2.5,Accel,Bain Capital Ventures,Insight Partners,nan,Accel,Bain Capital Ventures,Insight Partners,
Zetwerk,$2.68,2021-08-20,India,Bengaluru,Internet software & services,"Sequoia Capital India, Kae Capital, Accel",2.68,Sequoia Capital India,Kae Capital,Accel,nan,Sequoia Capital India,Kae Capital,Accel,
Uniphore,$2.50,2022-02-16,United States,Palo Alto,Artificial Intelligence,"Chiratae Ventures, March Capital Partners, National Grid Partners",2.5,Chiratae Ventures,March Capital Partners,National Grid Partners,nan,Chiratae Ventures,March Capital Partners,National Grid Partners,
Somatus,$2.50,2022-02-23,United States,McLean,Health,"The Blue Venture Fund, Flare Capital Partners, Longitude Capital",2.5,The Blue Venture Fund,Flare Capital Partners,Longitude Capital,nan,The Blue Venture Fund,Flare Capital Partners,Longitude Capital,
Immutable,$2.50,2022-03-07,Australia,Sydney,Fintech,"Fabric Ventures, AirTree Ventures, Temasek",2.5,Fabric Ventures,AirTree Ventures,Temasek,nan,Fabric Ventures,AirTree Ventures,Temasek,
A24 Films,$2.50,2022-03-09,United States,New York,Other,"Stripes Group, Neuberger Berman",2.5,Stripes Group,Neuberger Berman,nan,nan,Stripes Group,Neuberger Berman,,
SiFive,$2.50,2022-03-16,United States,San Mateo,Hardware,"Sutter Hill Ventures, Osage University Partners, Spark Capital",2.5,Sutter Hill Ventures,Osage University Partners,Spark Capital,nan,Sutter Hill Ventures,Osage University Partners,Spark Capital,
Games24x7,$2.50,2022-03-30,India,Mumbai,Internet software & services,"Tiger Global Management, The Raine Group, Malabar Investments",2.5,Tiger Global Management,The Raine Group,Malabar Investments,nan,Tiger Global Management,The Raine Group,Malabar Investments,
Fetch Rewards,$2.50,2021-03-31,United States,Madison,E-commerce & direct-to-consumer,"Greycroft, Loeb.NYC, DST Global",2.5,Greycroft,Loeb.NYC,DST Global,nan,Greycroft,Loeb.NYC,DST Global,
Coda Payments,$2.50,2022-04-15,Singapore,Fintech,"GIC. Apis Partners, Insight Partners",,2.5,nan,nan,nan,nan,,,,
DriveNets,$2.50,2021-01-27,Israel,Ra'anana,Internet software & services,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",2.5,Bessemer Venture Partners,Pitango Venture Capital,D1 Capital Partners,nan,Bessemer Venture Partners,Pitango Venture Capital,D1 Capital Partners,
Hibob,$2.45,2021-10-12,Israel,Tel Aviv,Internet software & services,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures",2.45,Bessemer Venture Partners,Eight Roads Ventures,Battery Ventures,nan,Bessemer Venture Partners,Eight Roads Ventures,Battery Ventures,
Uala,$2.45,2021-08-13,Argentina,Buenos Aires,Fintech,"Soros Fund Management, Ribbit Capital, Monashees+",2.45,Soros Fund Management,Ribbit Capital,Monashees+,nan,Soros Fund Management,Ribbit Capital,Monashees+,
Mobile Premier League,$2.45,2021-09-15,India,Bengaluru,Internet software & services,"Sequoia Capital India, RTP Global, Go-Ventures",2.45,Sequoia Capital India,RTP Global,Go-Ventures,nan,Sequoia Capital India,RTP Global,Go-Ventures,
Cybereason,$2.44,2019-08-06,United States,Boston,Cybersecurity,"SoftBank Group, CRV, Spark Capital",2.44,SoftBank Group,CRV,Spark Capital,nan,SoftBank Group,CRV,Spark Capital,
Cgtz,$2.41,2017-02-21,China,Hangzhou,Fintech,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",2.41,Shunwei Capital Partners,China Media Group,Guangzhou Huiyin Aofeng Equity Investment Fund,nan,Shunwei Capital Partners,China Media Group,Guangzhou Huiyin Aofeng Equity Investment Fund,
Star Charge,$2.41,2021-05-19,China,Changzhou,Auto & transportation,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",2.41,Shunwei Capital Partners,China Media Group,Guangzhou Huiyin Aofeng Equity Investment Fund,nan,Shunwei Capital Partners,China Media Group,Guangzhou Huiyin Aofeng Equity Investment Fund,
EquipmentShare,$2.41,2020-05-01,United States,Columbia,Fintech,"Romulus Capital, Insight Partners, RedBird Capital Partners",2.41,Romulus Capital,Insight Partners,RedBird Capital Partners,nan,Romulus Capital,Insight Partners,RedBird Capital Partners,
Carbon,$2.40,2015-08-20,United States,Redwood City,Hardware,"Google Ventures, Sequoia Capital, Wakefield Group",2.4,Google Ventures,Sequoia Capital,Wakefield Group,nan,Google Ventures,Sequoia Capital,Wakefield Group,
PolicyBazaar,$2.40,2019-05-06,India,Gurgaon,Fintech,"Info Edge, Softbank Capital",2.4,Info Edge,Softbank Capital,nan,nan,Info Edge,Softbank Capital,,
Paxos,$2.40,2021-04-29,United States,New York,Fintech,"Liberty City Ventures, RRE Ventures, Mithril Capital Management",2.4,Liberty City Ventures,RRE Ventures,Mithril Capital Management,nan,Liberty City Ventures,RRE Ventures,Mithril Capital Management,
Exabeam,$2.40,2021-06-01,United States,Foster City,Cybersecurity,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners",2.4,Norwest Venture Partners,Aspect Ventures,Lightspeed Venture Partners,nan,Norwest Venture Partners,Aspect Ventures,Lightspeed Venture Partners,
BitSight Technologies,$2.40,2021-09-13,United States,Boston,Cybersecurity,"Menlo Ventures, GGV Capital, Flybridge Capital Partners",2.4,Menlo Ventures,GGV Capital,Flybridge Capital Partners,nan,Menlo Ventures,GGV Capital,Flybridge Capital Partners,
Trumid,$2.40,2020-07-15,United States,New York,Fintech,"T. Rowe Price, Dragoneer Investment Group, BlackRock",2.4,T. Rowe Price,Dragoneer Investment Group,BlackRock,nan,T. Rowe Price,Dragoneer Investment Group,BlackRock,
ABL Space Systems,$2.40,2021-03-25,United States,El Segundo,Other,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment",2.4,T. Rowe Price,Lockheed Martin Ventures,Fidelity Investment,nan,T. Rowe Price,Lockheed Martin Ventures,Fidelity Investment,
HoneyBook,$2.40,2021-05-04,United States,San Francisco,Internet software & services,"Norwest Venture Partners, Hillsven Capital, Aleph",2.4,Norwest Venture Partners,Hillsven Capital,Aleph,nan,Norwest Venture Partners,Hillsven Capital,Aleph,
Beta Technologies,$2.40,2022-04-19,United States,South Burlington,Other,"The Rise Fund, Fidelity Investments. RedBird Capital Partners",2.4,The Rise Fund,Fidelity Investments. RedBird Capital Partners,nan,nan,The Rise Fund,Fidelity Investments. RedBird Capital Partners,,
Project44,$2.62,2021-06-01,United States,Chicago,"Supply chain, logistics, & delivery","Emergence Capital Partners, 8VC, Chicago Ventures",2.62,Emergence Capital Partners,8VC,Chicago Ventures,nan,Emergence Capital Partners,8VC,Chicago Ventures,
Freenome,$2.62,2020-08-26,United States,South San Francisco,Health,"Andreessen Horowitz, Data Collective, Roche Venture Fund",2.62,Andreessen Horowitz,Data Collective,Roche Venture Fund,nan,Andreessen Horowitz,Data Collective,Roche Venture Fund,
ManyPets,$2.35,2021-06-01,United Kingdom,London,Fintech,"Octopus Ventures, Munich Re Ventures, CommerzVentures",2.35,Octopus Ventures,Munich Re Ventures,CommerzVentures,nan,Octopus Ventures,Munich Re Ventures,CommerzVentures,
Jobandtalent,$2.35,2021-12-01,Spain,Madrid,Internet software & services,"Kibo Ventures, SoftBank Group, Atomico",2.35,Kibo Ventures,SoftBank Group,Atomico,nan,Kibo Ventures,SoftBank Group,Atomico,
WEMAKEPRICE,$2.34,2015-09-09,South Korea,Seoul,E-commerce & direct-to-consumer,"IMM Investment, NXC",2.34,IMM Investment,NXC,nan,nan,IMM Investment,NXC,,
Biren Technology,$2.32,2020-08-18,China,Shanghai,Hardware,"V FUND, IDG Capital, Green Pine Capital Partners",2.32,V FUND,IDG Capital,Green Pine Capital Partners,nan,V FUND,IDG Capital,Green Pine Capital Partners,
Voodoo,$2.31,2020-08-17,France,Paris,Other,"Tencent Holdings, Goldman Sachs",2.31,Tencent Holdings,Goldman Sachs,nan,nan,Tencent Holdings,Goldman Sachs,,
Uptake,$2.30,2015-10-27,United States,Chicago,Artificial intelligence,"Revolution, New Enterprise Associates, Caterpillar",2.3,Revolution,New Enterprise Associates,Caterpillar,nan,Revolution,New Enterprise Associates,Caterpillar,
Motive,$2.85,2019-04-23,United States,San Francisco,"Supply chain, logistics, & delivery","Google Ventures, Index Ventures, Scale Venture Partners",2.85,Google Ventures,Index Ventures,Scale Venture Partners,nan,Google Ventures,Index Ventures,Scale Venture Partners,
Skydance Media,$2.30,2020-02-11,United States,Santa Monica,Other,"RedBird Capital Partners, CJ ENM, Tencent Holdings",2.3,RedBird Capital Partners,CJ ENM,Tencent Holdings,nan,RedBird Capital Partners,CJ ENM,Tencent Holdings,
Greenlight,$2.30,2020-09-24,United States,Atlanta,Fintech,"Relay Ventures, TTV Capital, Canapi Ventures",2.3,Relay Ventures,TTV Capital,Canapi Ventures,nan,Relay Ventures,TTV Capital,Canapi Ventures,
Bowery Farming,$2.30,2021-05-25,United States,New York,Other,"Temasek, Google Ventures, General Catalyst",2.3,Temasek,Google Ventures,General Catalyst,nan,Temasek,Google Ventures,General Catalyst,
Odoo,$2.30,2021-07-29,Belgium,Louvain-la-Neuve,Internet software & services,"Summit Partners, Noshaq, Sofinnova Partners",2.3,Summit Partners,Noshaq,Sofinnova Partners,nan,Summit Partners,Noshaq,Sofinnova Partners,
MoMo,$2.27,2021-12-10,Vietnam,Ho Chi Minh City,Fintech,"Goodwater Capital, Warburg Pincus, GS Growth",2.27,Goodwater Capital,Warburg Pincus,GS Growth,nan,Goodwater Capital,Warburg Pincus,GS Growth,
Zume,$2.25,2018-11-01,United States,Mountain View,Consumer & retail,"Softbank Group, AME Cloud Ventures, SignalFire",2.25,Softbank Group,AME Cloud Ventures,SignalFire,nan,Softbank Group,AME Cloud Ventures,SignalFire,
Algolia,$2.25,2021-07-28,United States,San Francisco,Internet software & services,"Accel, Alven Capital, Storm Ventures",2.25,Accel,Alven Capital,Storm Ventures,nan,Accel,Alven Capital,Storm Ventures,
Pattern,$2.25,2021-10-06,United States,Lehi,Internet software & services,"Knox Lane, Ainge Advisory, Carlson Private Capital Partners",2.25,Knox Lane,Ainge Advisory,Carlson Private Capital Partners,nan,Knox Lane,Ainge Advisory,Carlson Private Capital Partners,
Newfront Insurance,$2.20,2022-04-12,United States,San Francisco,Fintech,"Founders Fund, Meritech Capital Partners, GS Growth",2.2,Founders Fund,Meritech Capital Partners,GS Growth,nan,Founders Fund,Meritech Capital Partners,GS Growth,
NuCom Group,$2.20,2018-02-22,Germany,Unterfoehring,Other,General Atlantic,2.2,General Atlantic,nan,nan,nan,General Atlantic,,,
MUSINSA,$2.20,2019-11-11,South Korea,Seoul,E-commerce & direct-to-consumer,Sequoia Capital,2.2,Sequoia Capital,nan,nan,nan,Sequoia Capital,,,
Current,$2.20,2021-04-27,United States,New York,Fintech,"Expa, QED Investors, Foundation Capital",2.2,Expa,QED Investors,Foundation Capital,nan,Expa,QED Investors,Foundation Capital,
Bitso,$2.20,2021-05-05,Mexico,Mexico City,Fintech,"Pantera Capital, QED Investors, Coinbase Ventures",2.2,Pantera Capital,QED Investors,Coinbase Ventures,nan,Pantera Capital,QED Investors,Coinbase Ventures,
